11,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
11,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
32,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
32,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
1,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
1,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
1,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
2,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
2,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
2,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
3,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
3,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
3,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
4,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
4,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
4,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
5,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
5,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
5,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
6,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
6,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
6,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
7,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
7,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
7,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
8,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
8,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
8,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
9,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
9,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
9,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
10,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
10,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
10,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
11,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
11,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
11,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
12,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
13,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
14,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
15,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
16,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
17,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
18,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
19,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
20,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
21,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
22,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
23,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
24,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
25,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
26,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
27,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
28,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
29,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
30,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
31,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
32,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
32,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
32,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
33,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
33,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
33,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
34,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
34,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
34,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
35,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
35,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
35,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
36,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
36,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
36,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
37,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
37,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
37,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
38,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
38,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
38,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
39,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
39,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
39,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
40,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
40,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
40,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
41,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
41,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
41,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
42,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
42,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
42,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
43,1,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
43,2,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
43,3,Code: 210. DB::NetException: Connection refused (localhost:9440). (NETWORK_ERROR)
1,1,Code: 36. DB::Exception: Positional option `123456` is not supported. (BAD_ARGUMENTS)
1,2,Code: 36. DB::Exception: Positional option `123456` is not supported. (BAD_ARGUMENTS)
1,3,Code: 36. DB::Exception: Positional option `123456` is not supported. (BAD_ARGUMENTS)
2,1,Code: 36. DB::Exception: Positional option `123456` is not supported. (BAD_ARGUMENTS)
2,2,Code: 36. DB::Exception: Positional option `123456` is not supported. (BAD_ARGUMENTS)
